,SNO,Gene ID,Transcript ID,Biotype,Strand,Seq region Name,Transcript Start,Transcript End,Transcript Length,No. of Exons
314,315,ENSG00000186594,ENST00000573127,lincRNA,-1,17,1712361,1716211,899,4
315,316,ENSG00000186594,ENST00000576489,lincRNA,-1,17,1712580,1716210,648,4
316,317,ENSG00000186594,ENST00000575626,lincRNA,-1,17,1712663,1716208,624,3
317,318,ENSG00000186594,ENST00000608245,lincRNA,-1,17,1712680,1716210,465,3
318,319,ENSG00000186594,ENST00000609398,lincRNA,-1,17,1712714,1716210,584,3
319,320,ENSG00000186594,ENST00000610106,lincRNA,-1,17,1712767,1716208,450,4
320,321,ENSG00000186594,ENST00000609990,lincRNA,-1,17,1712770,1716211,610,4
321,322,ENSG00000186594,ENST00000608198,lincRNA,-1,17,1712792,1716208,578,4
322,323,ENSG00000186594,ENST00000609442,lincRNA,-1,17,1712825,1716209,555,4
323,324,ENSG00000186594,ENST00000608913,lincRNA,-1,17,1712879,1716210,570,3
324,325,ENSG00000186594,ENST00000573075,lincRNA,-1,17,1712883,1716247,556,4
325,326,ENSG00000186594,ENST00000574016,lincRNA,-1,17,1712975,1716210,557,4
326,327,ENSG00000186594,ENST00000577164,lincRNA,-1,17,1713448,1717174,931,4
327,328,ENSG00000186825,ENST00000623129,lincRNA,-1,2,131794961,131801661,1325,3
328,329,ENSG00000186960,ENST00000622740,lincRNA,1,14,28772526,28820640,2581,3
329,330,ENSG00000186960,ENST00000399387,lincRNA,1,14,28772704,28793234,1581,3
330,331,ENSG00000186960,ENST00000552957,lincRNA,1,14,28772785,28778560,734,4
331,332,ENSG00000186960,ENST00000548213,lincRNA,1,14,28772795,28813453,616,3
332,333,ENSG00000186960,ENST00000550266,lincRNA,1,14,28785871,28792803,455,3
333,334,ENSG00000187012,ENST00000334566,lincRNA,1,22,44569339,44572210,481,4
334,335,ENSG00000187012,ENST00000603530,lincRNA,1,22,44569352,44572341,635,4
335,336,ENSG00000187012,ENST00000605505,lincRNA,1,22,44569352,44572341,666,5
336,337,ENSG00000187012,ENST00000460077,lincRNA,1,22,44570051,44571028,324,3
337,338,ENSG00000187013,ENST00000623772,lincRNA,1,17,61411751,61413280,1530,1
338,339,ENSG00000187185,ENST00000620696,lincRNA,1,16,57798186,57813811,597,2
339,340,ENSG00000187185,ENST00000568697,lincRNA,1,16,57798265,57807952,718,2
340,341,ENSG00000187185,ENST00000335616,lincRNA,1,16,57810637,57816946,1317,4
341,342,ENSG00000187600,ENST00000449601,lincRNA,1,2,46429190,46441833,741,4
342,343,ENSG00000187600,ENST00000642724,lincRNA,1,2,46429224,46430693,574,2
343,344,ENSG00000187600,ENST00000416466,lincRNA,1,2,46430176,46441833,474,3
344,345,ENSG00000187600,ENST00000415396,lincRNA,1,2,46436473,46441832,678,4
345,346,ENSG00000188004,ENST00000644477,lincRNA,-1,1,159834495,159854916,1544,6
346,347,ENSG00000188004,ENST00000491974,lincRNA,-1,1,159835350,159854903,1064,3
347,348,ENSG00000188004,ENST00000621242,lincRNA,-1,1,159837918,159855237,708,5
348,349,ENSG00000188185,ENST00000340510,lincRNA,1,7,39733632,39793092,3049,12
349,350,ENSG00000188185,ENST00000448955,lincRNA,1,7,39781689,39789425,468,4
350,351,ENSG00000188511,ENST00000414287,lincRNA,-1,22,49414524,49657504,2197,5
351,352,ENSG00000188511,ENST00000498829,lincRNA,-1,22,49415776,49425437,741,4
352,353,ENSG00000188511,ENST00000416411,lincRNA,-1,22,49436224,49657457,542,3
353,354,ENSG00000188511,ENST00000343999,lincRNA,-1,22,49619642,49624920,2816,5
354,355,ENSG00000188511,ENST00000400023,lincRNA,-1,22,49619644,49657542,1469,4
355,356,ENSG00000188511,ENST00000405854,lincRNA,-1,22,49620471,49657430,1593,5
356,357,ENSG00000188511,ENST00000444628,lincRNA,-1,22,49624167,49626894,453,4
357,358,ENSG00000188660,ENST00000448049,lincRNA,1,21,43446601,43453893,3507,4
358,359,ENSG00000188660,ENST00000342757,lincRNA,1,21,43450024,43453902,3013,3
359,360,ENSG00000188660,ENST00000651768,lincRNA,1,21,43450406,43453769,3164,2
360,361,ENSG00000188825,ENST00000341011,lincRNA,-1,17,43369845,43388545,2303,6
361,362,ENSG00000188825,ENST00000592135,lincRNA,-1,17,43375928,43388312,2438,4
362,363,ENSG00000188825,ENST00000592094,lincRNA,-1,17,43377207,43388335,1042,3
363,364,ENSG00000188825,ENST00000587874,lincRNA,-1,17,43377575,43388331,544,4
364,365,ENSG00000188825,ENST00000588654,lincRNA,-1,17,43381288,43388334,541,3
365,366,ENSG00000188825,ENST00000586231,lincRNA,-1,17,43385863,43389199,2890,2
366,367,ENSG00000189196,ENST00000485805,lincRNA,-1,3,64078361,64087363,2129,4
367,368,ENSG00000189229,ENST00000433639,lincRNA,1,3,6490479,6736129,1083,5
368,369,ENSG00000189229,ENST00000414438,lincRNA,1,3,6490734,6584090,761,3
369,370,ENSG00000189229,ENST00000414603,lincRNA,1,3,6490803,6557959,517,2
370,371,ENSG00000189229,ENST00000342990,lincRNA,1,3,6507781,6694798,246,2
371,372,ENSG00000189229,ENST00000432743,lincRNA,1,3,6694723,6697870,630,2
372,373,ENSG00000189238,ENST00000537374,lincRNA,1,12,126726270,126745326,1688,4
373,374,ENSG00000189238,ENST00000541359,lincRNA,1,12,126726562,126743044,676,2
374,375,ENSG00000189238,ENST00000539315,lincRNA,1,12,126726600,126745528,856,2
375,376,ENSG00000189238,ENST00000535118,lincRNA,1,12,126737007,126743017,458,2
376,377,ENSG00000189238,ENST00000535544,lincRNA,1,12,126741665,126746252,2815,3
377,378,ENSG00000189238,ENST00000345111,lincRNA,1,12,126742736,126746236,2126,3
378,379,ENSG00000189238,ENST00000540250,lincRNA,1,12,126742737,126745332,1190,3
379,380,ENSG00000189238,ENST00000616373,lincRNA,1,12,126744826,126745331,420,2
380,381,ENSG00000189275,ENST00000341866,lincRNA,-1,10,131772398,131790199,3384,5
381,382,ENSG00000189419,ENST00000647665,lincRNA,-1,15,100344047,100349822,4880,2
382,383,ENSG00000189419,ENST00000558307,lincRNA,-1,15,100344457,100349388,1252,2
383,384,ENSG00000189419,ENST00000560282,lincRNA,-1,15,100344478,100349655,2072,2
384,385,ENSG00000196096,ENST00000360083,lincRNA,-1,2,213276552,213284205,1727,3
385,386,ENSG00000196243,ENST00000546725,lincRNA,1,12,90918023,90948669,1406,5
386,387,ENSG00000196273,ENST00000556697,lincRNA,1,14,100657250,100672775,2071,2
387,388,ENSG00000196273,ENST00000360899,lincRNA,1,14,100657268,100672744,1627,2
388,389,ENSG00000196273,ENST00000553623,lincRNA,1,14,100657358,100667545,668,2
389,390,ENSG00000196273,ENST00000553367,lincRNA,1,14,100663086,100667772,889,3
390,391,ENSG00000196273,ENST00000556308,lincRNA,1,14,100663086,100676069,574,4
391,392,ENSG00000196273,ENST00000554195,lincRNA,1,14,100663121,100663646,436,2
392,393,ENSG00000196366,ENST00000624034,lincRNA,1,9,136483495,136486067,2573,1
393,394,ENSG00000196366,ENST00000354376,lincRNA,1,9,136483495,136486066,2572,1
394,395,ENSG00000196634,ENST00000359838,lincRNA,1,6,147158925,147180992,453,3
395,396,ENSG00000196741,ENST00000357412,lincRNA,1,X,47483571,47484823,1253,1
396,397,ENSG00000196741,ENST00000624822,lincRNA,1,X,47483571,47484808,1238,1
397,398,ENSG00000196758,ENST00000358775,lincRNA,1,2,239578301,239586094,3700,2
398,399,ENSG00000196979,ENST00000358748,lincRNA,-1,9,130140610,130144219,3258,2
399,400,ENSG00000197176,ENST00000355909,lincRNA,-1,14,97632647,97686658,1670,4
400,401,ENSG00000197176,ENST00000556163,lincRNA,-1,14,97633344,97686627,821,4
401,402,ENSG00000197176,ENST00000554197,lincRNA,-1,14,97646047,97686658,740,3
402,403,ENSG00000197180,ENST00000360656,lincRNA,-1,X,154424380,154428479,598,2
403,404,ENSG00000197182,ENST00000381051,lincRNA,1,22,46053869,46106023,875,5
404,405,ENSG00000197182,ENST00000443490,lincRNA,1,22,46080312,46098558,494,3
405,406,ENSG00000197182,ENST00000435439,lincRNA,1,22,46085997,46111475,2264,6
406,407,ENSG00000197182,ENST00000360737,lincRNA,1,22,46086003,46113928,4560,5
407,408,ENSG00000197210,ENST00000420508,lincRNA,-1,22,21114607,21124451,4833,6
408,409,ENSG00000197251,ENST00000477984,lincRNA,-1,6,33586106,33593338,2107,2
409,410,ENSG00000197291,ENST00000592670,lincRNA,-1,17,42753914,42761103,3118,4
410,411,ENSG00000197291,ENST00000589716,lincRNA,-1,17,42753914,42761257,1985,5
411,412,ENSG00000197291,ENST00000587694,lincRNA,-1,17,42753931,42761117,2117,3
412,413,ENSG00000197291,ENST00000591082,lincRNA,-1,17,42756199,42761119,849,4
413,414,ENSG00000197291,ENST00000592195,lincRNA,-1,17,42758295,42761011,1288,4
414,415,ENSG00000197308,ENST00000355358,lincRNA,-1,10,8050450,8053484,2214,2
415,416,ENSG00000197308,ENST00000420815,lincRNA,-1,10,8050476,8052495,650,3
416,417,ENSG00000197308,ENST00000438755,lincRNA,-1,10,8050476,8052495,675,3
417,418,ENSG00000197308,ENST00000417359,lincRNA,-1,10,8052242,8053256,565,2
418,419,ENSG00000197308,ENST00000458727,lincRNA,-1,10,8052243,8053449,820,2
419,420,ENSG00000197332,ENST00000344893,lincRNA,1,19,11639776,11686569,3383,10
420,421,ENSG00000197462,ENST00000411856,lincRNA,1,7,125917871,125933832,837,5
421,422,ENSG00000197503,ENST00000483544,lincRNA,-1,12,24566964,24584168,1710,4
422,423,ENSG00000197595,ENST00000623100,lincRNA,1,13,112647044,112684497,2241,3
423,424,ENSG00000197813,ENST00000602554,lincRNA,-1,19,49331617,49340282,511,3
424,425,ENSG00000197813,ENST00000358234,lincRNA,-1,19,49331659,49340303,573,3
425,426,ENSG00000197880,ENST00000477916,lincRNA,1,1,23581495,23640568,1781,7
426,427,ENSG00000197880,ENST00000374555,lincRNA,1,1,23627334,23640568,1029,7
427,428,ENSG00000197880,ENST00000612756,lincRNA,1,1,23639109,23640549,420,3
428,429,ENSG00000198054,ENST00000478613,lincRNA,1,21,38121451,38156511,716,3
429,430,ENSG00000198054,ENST00000469658,lincRNA,1,21,38121473,38156511,437,3
430,431,ENSG00000198054,ENST00000400477,lincRNA,1,21,38121473,38156511,534,4
431,432,ENSG00000198054,ENST00000495344,lincRNA,1,21,38121473,38156511,606,4
432,433,ENSG00000198054,ENST00000465532,lincRNA,1,21,38121473,38156511,791,4
433,434,ENSG00000198054,ENST00000357704,lincRNA,1,21,38121473,38156511,552,4
434,435,ENSG00000198054,ENST00000614538,lincRNA,1,21,38122332,38156511,403,3
435,436,ENSG00000198221,ENST00000359760,lincRNA,-1,6,167823876,167826709,2238,2
436,437,ENSG00000198221,ENST00000425438,lincRNA,-1,6,167824110,167824774,311,2
437,438,ENSG00000198221,ENST00000417244,lincRNA,-1,6,167825029,167825460,182,3
438,439,ENSG00000198454,ENST00000371629,lincRNA,1,9,136969243,136971990,978,4
439,440,ENSG00000198468,ENST00000356684,lincRNA,-1,1,212852105,212858125,2565,2
440,441,ENSG00000198468,ENST00000651970,lincRNA,-1,1,212855469,212858126,1814,2
441,442,ENSG00000198468,ENST00000424044,lincRNA,-1,1,212856604,212858083,633,2
442,443,ENSG00000198468,ENST00000426161,lincRNA,-1,1,212856604,212858125,929,2
443,444,ENSG00000198685,ENST00000356020,lincRNA,-1,3,128572000,128576086,2697,3
444,445,ENSG00000198685,ENST00000613423,lincRNA,-1,3,128573280,128573729,450,1
445,446,ENSG00000203266,ENST00000652038,lincRNA,1,20,57110640,57122745,1375,3
446,447,ENSG00000203266,ENST00000366097,lincRNA,1,20,57114915,57122092,770,3
447,448,ENSG00000203279,ENST00000607322,lincRNA,-1,9,97200475,97238700,484,3
448,449,ENSG00000203279,ENST00000366109,lincRNA,-1,9,97237764,97238678,578,2
449,450,ENSG00000203334,ENST00000615020,lincRNA,1,11,108957718,108959797,2080,1
450,451,ENSG00000203334,ENST00000366160,pseudogene,1,11,108957718,108959796,2076,3
451,452,ENSG00000203356,ENST00000366181,lincRNA,-1,1,51195095,51235096,2366,2
452,453,ENSG00000203364,ENST00000366188,lincRNA,1,9,93147040,93148556,410,3
453,454,ENSG00000203402,ENST00000366224,lincRNA,1,X,47297852,47298721,477,2
454,455,ENSG00000203434,ENST00000366253,lincRNA,-1,10,108547975,108561815,575,3
455,456,ENSG00000203496,ENST00000428915,lincRNA,1,10,38453181,38466176,727,3
456,457,ENSG00000203498,ENST00000423568,lincRNA,1,6,6993191,6995554,517,3
457,458,ENSG00000203565,ENST00000366376,lincRNA,1,10,33684755,33687064,452,2
458,459,ENSG00000203585,ENST00000650195,lincRNA,1,12,67443105,67590771,712,5
459,460,ENSG00000203585,ENST00000538573,lincRNA,1,12,67519829,67549163,559,3
460,461,ENSG00000203585,ENST00000400306,lincRNA,1,12,67520082,67567126,1766,3
461,462,ENSG00000203601,ENST00000366408,lincRNA,-1,1,168903905,169087005,1129,5
462,463,ENSG00000203605,ENST00000455038,lincRNA,1,1,63139250,63163153,823,3
463,464,ENSG00000203620,ENST00000453837,lincRNA,-1,1,31842019,31855568,2257,2
464,465,ENSG00000203635,ENST00000366424,lincRNA,-1,2,1620510,1625419,1641,2
465,466,ENSG00000203645,ENST00000425388,lincRNA,1,3,177294442,177323418,2046,2
466,467,ENSG00000203650,ENST00000634488,lincRNA,1,X,118839554,118919669,1933,10
467,468,ENSG00000203650,ENST00000412422,lincRNA,1,X,118839556,118857886,2289,7
468,469,ENSG00000203650,ENST00000608172,lincRNA,1,X,118839590,118882015,803,7
469,470,ENSG00000203650,ENST00000634601,lincRNA,1,X,118839631,118919667,1947,11
470,471,ENSG00000203684,ENST00000366713,lincRNA,-1,1,228164086,228165512,446,2
471,472,ENSG00000203684,ENST00000496552,lincRNA,-1,1,228164094,228164848,594,2
472,473,ENSG00000203688,ENST00000400831,lincRNA,-1,6,167679626,167683787,2557,4
473,474,ENSG00000203688,ENST00000644320,lincRNA,-1,6,167680692,167696290,2801,6
474,475,ENSG00000203709,ENST00000608023,lincRNA,-1,1,207801518,207869150,15145,5
475,476,ENSG00000203709,ENST00000637970,lincRNA,-1,1,207805247,207879096,1170,8
476,477,ENSG00000203709,ENST00000487977,lincRNA,-1,1,207813560,207822703,3197,3
477,478,ENSG00000203709,ENST00000435542,lincRNA,-1,1,207873795,207879073,563,3
478,479,ENSG00000203711,ENST00000367072,lincRNA,1,6,158869939,158910257,464,3
479,480,ENSG00000203711,ENST00000650421,lincRNA,1,6,158869987,158910351,944,4
480,481,ENSG00000203711,ENST00000643288,lincRNA,1,6,158870140,158919105,979,5
481,482,ENSG00000203711,ENST00000367073,lincRNA,1,6,158870169,158910353,769,4
482,483,ENSG00000203711,ENST00000486232,lincRNA,1,6,158908837,158910236,329,2
483,484,ENSG00000203711,ENST00000608817,lincRNA,1,6,158895217,158910352,536,2
484,485,ENSG00000203721,ENST00000636153,lincRNA,-1,1,200253419,200374143,1186,5
485,486,ENSG00000203721,ENST00000367355,lincRNA,-1,1,200342544,200373792,1417,5
486,487,ENSG00000203721,ENST00000367356,lincRNA,-1,1,200342544,200374354,759,4
487,488,ENSG00000203721,ENST00000637098,lincRNA,-1,1,200366591,200400705,1400,6
488,489,ENSG00000203729,ENST00000367563,lincRNA,1,1,182407621,182414815,740,4
489,490,ENSG00000203729,ENST00000612603,lincRNA,1,1,182407771,182409332,432,3
490,491,ENSG00000203801,ENST00000416104,lincRNA,1,6,108751654,108768456,1785,3
491,492,ENSG00000203801,ENST00000444910,lincRNA,1,6,108751654,108769118,595,4
492,493,ENSG00000203801,ENST00000448744,lincRNA,1,6,108751656,108769942,1751,5
493,494,ENSG00000203801,ENST00000416890,lincRNA,1,6,108751818,108768456,602,5
494,495,ENSG00000203801,ENST00000417773,lincRNA,1,6,108759161,108769118,599,4
495,496,ENSG00000203801,ENST00000368974,lincRNA,1,6,108759165,108769118,1117,4
496,497,ENSG00000203801,ENST00000430898,lincRNA,1,6,108759461,108769005,327,3
497,498,ENSG00000203809,ENST00000636951,lincRNA,-1,6,104864464,104941447,610,5
498,499,ENSG00000203809,ENST00000636060,lincRNA,-1,6,104902556,104941062,548,4
499,500,ENSG00000203809,ENST00000636682,lincRNA,-1,6,104935206,104941263,1797,3
500,501,ENSG00000203809,ENST00000637414,lincRNA,-1,6,104936120,104941050,879,4
501,502,ENSG00000203809,ENST00000369123,lincRNA,-1,6,104936294,104940527,575,3
502,503,ENSG00000203864,ENST00000624685,lincRNA,1,1,116694112,116706603,386,4
503,504,ENSG00000203971,ENST00000371169,lincRNA,-1,20,57957126,57959660,1854,2
504,505,ENSG00000203971,ENST00000650783,lincRNA,-1,20,57957128,57960176,2266,3
505,506,ENSG00000203999,ENST00000371639,lincRNA,1,20,50292720,50314922,2281,5
506,507,ENSG00000203999,ENST00000457853,lincRNA,1,20,50310974,50312014,943,2
507,508,ENSG00000204092,ENST00000373171,lincRNA,-1,6,40344344,40346151,554,2
508,509,ENSG00000204110,ENST00000570443,lincRNA,1,6,37507348,37535616,537,4
509,510,ENSG00000204117,ENST00000373508,lincRNA,1,20,37676910,37683234,2112,4
510,511,ENSG00000204148,ENST00000374014,lincRNA,-1,9,115888169,115925207,769,3
511,512,ENSG00000204241,ENST00000533922,lincRNA,1,11,134032272,134041248,2206,3
512,513,ENSG00000204241,ENST00000532706,lincRNA,1,11,134032387,134039830,543,2
513,514,ENSG00000204241,ENST00000529070,lincRNA,1,11,134032652,134038975,1673,2
514,515,ENSG00000204241,ENST00000533091,lincRNA,1,11,134032796,134040267,571,2
515,516,ENSG00000204241,ENST00000527712,lincRNA,1,11,134032805,134046849,594,4
516,517,ENSG00000204241,ENST00000531938,lincRNA,1,11,134037109,134039939,711,2
517,518,ENSG00000204241,ENST00000532327,lincRNA,1,11,134038643,134041248,1761,2
518,519,ENSG00000204250,ENST00000374801,lincRNA,1,9,102519636,102657514,590,5
519,520,ENSG00000204261,ENST00000453426,lincRNA,1,6,32844086,32846495,1267,2
520,521,ENSG00000204261,ENST00000458296,lincRNA,1,6,32844108,32845819,958,3
521,522,ENSG00000204261,ENST00000413039,lincRNA,1,6,32844133,32845986,937,3
522,523,ENSG00000204261,ENST00000429600,lincRNA,1,6,32844133,32846210,996,3
523,524,ENSG00000204261,ENST00000412095,lincRNA,1,6,32844134,32845695,1015,2
524,525,ENSG00000204261,ENST00000415067,lincRNA,1,6,32844138,32846078,886,2
525,526,ENSG00000204277,ENST00000374945,lincRNA,-1,17,78261349,78278492,2934,7
526,527,ENSG00000204283,ENST00000374983,lincRNA,-1,17,77879027,77884087,4678,2
527,528,ENSG00000204362,ENST00000412427,lincRNA,1,1,17189783,17197617,4676,3
528,529,ENSG00000204362,ENST00000634972,lincRNA,1,1,17189789,17196387,590,4
529,530,ENSG00000204393,ENST00000375670,lincRNA,1,20,32587479,32608893,846,3
530,531,ENSG00000204393,ENST00000375671,lincRNA,1,20,32564992,32608890,789,3
531,532,ENSG00000204398,ENST00000607406,lincRNA,1,13,111588201,111589941,1741,1
532,533,ENSG00000204398,ENST00000375713,lincRNA,1,13,111588291,111672608,443,4
533,534,ENSG00000204446,ENST00000623052,lincRNA,1,9,87148644,87159556,3239,2
534,535,ENSG00000204460,ENST00000375987,lincRNA,-1,2,129242173,129273848,2213,5
535,536,ENSG00000204464,ENST00000625027,lincRNA,-1,1,15168474,15171317,441,2
536,537,ENSG00000204464,ENST00000424792,lincRNA,-1,1,15164344,15171317,255,2
537,538,ENSG00000204588,ENST00000419296,lincRNA,1,2,109987063,109995281,2436,4
538,539,ENSG00000204588,ENST00000336905,lincRNA,1,2,109988272,109996140,2271,2
539,540,ENSG00000204603,ENST00000376678,lincRNA,1,12,131165011,131212931,2473,5
540,541,ENSG00000204603,ENST00000536191,lincRNA,1,12,131207207,131209515,583,3
541,542,ENSG00000204625,ENST00000376800,lincRNA,1,6,29975112,29978410,663,3
542,543,ENSG00000204625,ENST00000463275,lincRNA,1,6,29977467,29977717,101,2
543,544,ENSG00000204684,ENST00000635130,lincRNA,-1,20,22371216,22420647,1705,4
544,545,ENSG00000204684,ENST00000635565,lincRNA,-1,20,22375311,22390327,581,3
545,546,ENSG00000204684,ENST00000377121,lincRNA,-1,20,22400351,22420643,1666,4
546,547,ENSG00000204684,ENST00000634280,lincRNA,-1,20,22400508,22453360,1094,5
547,548,ENSG00000204684,ENST00000634595,lincRNA,-1,20,22449642,22471557,1535,7
548,549,ENSG00000204709,ENST00000377186,lincRNA,1,6,28943877,28944537,466,2
549,550,ENSG00000204754,ENST00000377300,lincRNA,-1,5,174919082,174995513,1925,3
550,551,ENSG00000204792,ENST00000435984,lincRNA,1,2,74918148,74932794,565,3
551,552,ENSG00000204792,ENST00000377469,lincRNA,1,2,74928239,74933024,3662,2
552,553,ENSG00000204792,ENST00000418204,lincRNA,1,2,74931428,74938418,441,4
553,554,ENSG00000204802,ENST00000377518,retained_intron,-1,9,62374128,62376783,2541,2
554,555,ENSG00000204802,ENST00000429818,lincRNA,-1,9,62374462,62376780,1480,3
555,556,ENSG00000204802,ENST00000412631,lincRNA,-1,9,62375328,62376126,256,2
556,557,ENSG00000204802,ENST00000430302,lincRNA,-1,9,62375332,62376836,781,2
557,558,ENSG00000204814,ENST00000377548,lincRNA,1,9,61659733,61662690,906,3
558,559,ENSG00000204814,ENST00000448436,lincRNA,1,9,61661097,61662606,728,2
559,560,ENSG00000204876,ENST00000377722,lincRNA,1,7,155962632,155966343,2536,2
560,561,ENSG00000204904,ENST00000377879,lincRNA,-1,X,46887417,46899703,521,4
561,562,ENSG00000204904,ENST00000618037,lincRNA,-1,X,46887421,46894592,428,3
562,563,ENSG00000204960,ENST00000378120,lincRNA,-1,7,155356985,155367934,2456,6
563,564,ENSG00000204960,ENST00000616210,lincRNA,-1,7,155357640,155358179,540,1
564,565,ENSG00000204990,ENST00000461145,lincRNA,-1,7,141414383,141416390,1439,2
565,566,ENSG00000205015,ENST00000378340,lincRNA,1,16,89166383,89169147,1326,3
566,567,ENSG00000205037,ENST00000378417,lincRNA,-1,16,88088041,88100959,3468,2
567,568,ENSG00000205037,ENST00000566351,lincRNA,-1,16,88099409,88100985,414,2
568,569,ENSG00000205056,ENST00000504409,lincRNA,1,12,92466451,92492091,10626,2
569,570,ENSG00000205106,ENST00000378779,lincRNA,1,11,45771432,45772358,649,2
570,571,ENSG00000205174,ENST00000624695,lincRNA,-1,7,108883975,108884587,435,2
571,572,ENSG00000205181,ENST00000650928,lincRNA,-1,20,5482736,5526606,1856,6
572,573,ENSG00000205181,ENST00000379053,lincRNA,-1,20,5496067,5504613,6113,2
573,574,ENSG00000205181,ENST00000589201,lincRNA,-1,20,5501696,5504527,579,3
574,575,ENSG00000205293,ENST00000650579,lincRNA,1,8,57855500,57984114,2296,4
575,576,ENSG00000205293,ENST00000522992,lincRNA,1,8,57978358,57984126,2109,3
576,577,ENSG00000205300,ENST00000379526,lincRNA,-1,20,4070152,4075165,686,3
577,578,ENSG00000205325,ENST00000379640,lincRNA,-1,17,14767583,14780203,2998,2
578,579,ENSG00000205334,ENST00000379677,lincRNA,-1,2,27705786,27715732,2860,2
