,SNO,Index,RefSeq Gene ID,Dbxref,Name,gbkey,Biotype,Type,Seq_id,Strand,Start,End,No. of Transcripts
189,190,47418,gene-LOC105376826,GeneID:105376826,LOC105376826,Gene,lncRNA,gene,NC_000001.11,-1,20210712,20213349,1
190,191,47423,gene-LINC01757,"GeneID:105376827,HGNC:HGNC:52546",LINC01757,Gene,lncRNA,gene,NC_000001.11,1,20243095,20244655,1
191,192,47427,gene-LOC105376828,GeneID:105376828,LOC105376828,Gene,lncRNA,gene,NC_000001.11,1,20271604,20274507,3
192,193,48029,gene-LINC01141,"GeneID:339505,HGNC:HGNC:49455",LINC01141,Gene,lncRNA,gene,NC_000001.11,-1,20359801,20428794,1
193,194,48102,gene-MIR6084,"GeneID:102464833,HGNC:HGNC:50235,miRBase:MI0020361",MIR6084,Gene,miRNA,gene,NC_000001.11,1,20633679,20633788,2
194,195,48107,gene-PINK1-AS,"GeneID:100861548,HGNC:HGNC:38872",PINK1-AS,Gene,antisense_RNA,gene,NC_000001.11,-1,20642657,20652193,1
195,196,48347,gene-LOC112268222,GeneID:112268222,LOC112268222,Gene,lncRNA,gene,NC_000001.11,1,20735360,20744479,1
196,197,51986,gene-LOC105376830,GeneID:105376830,LOC105376830,Gene,lncRNA,gene,NC_000001.11,1,20903705,20919273,4
197,198,52011,gene-LOC105376829,GeneID:105376829,LOC105376829,Gene,lncRNA,gene,NC_000001.11,1,20919271,20933441,3
198,199,52026,gene-MIR1256,"GeneID:100302155,HGNC:HGNC:35321,miRBase:MI0006390",MIR1256,Gene,miRNA,gene,NC_000001.11,-1,20988314,20988432,2
199,200,52302,gene-LOC100506801,GeneID:100506801,LOC100506801,Gene,lncRNA,gene,NC_000001.11,1,21293290,21299869,1
200,201,52311,gene-LOC105376832,GeneID:105376832,LOC105376832,Gene,lncRNA,gene,NC_000001.11,-1,21412667,21416543,2
201,202,53017,gene-LOC105376834,GeneID:105376834,LOC105376834,Gene,lncRNA,gene,NC_000001.11,1,21585690,21591187,1
202,203,57153,gene-LINC01635,"GeneID:101928043,HGNC:HGNC:52422",LINC01635,Gene,lncRNA,gene,NC_000001.11,-1,22023994,22026048,1
203,204,57158,gene-LINC00339,"GeneID:29092,HGNC:HGNC:25011",LINC00339,Gene,lncRNA,gene,NC_000001.11,1,22025191,22031224,6
204,205,57179,gene-LOC112268223,GeneID:112268223,LOC112268223,Gene,lncRNA,gene,NC_000001.11,-1,22031028,22052926,1
205,206,57263,gene-LOC105376845,GeneID:105376845,LOC105376845,Gene,lncRNA,gene,NC_000001.11,1,22140953,22157385,7
206,207,57305,gene-LOC105376850,GeneID:105376850,LOC105376850,Gene,lncRNA,gene,NC_000001.11,1,22160963,22172505,1
207,208,57309,gene-LOC107985377,GeneID:107985377,LOC107985377,Gene,lncRNA,gene,NC_000001.11,1,22252565,22257967,1
208,209,57316,gene-MIR4418,"GeneID:100616433,HGNC:HGNC:41789,miRBase:MI0016754",MIR4418,Gene,miRNA,gene,NC_000001.11,1,22266239,22266300,2
209,210,57321,gene-LOC105376856,GeneID:105376856,LOC105376856,Gene,lncRNA,gene,NC_000001.11,-1,22416331,22418938,1
210,211,57813,gene-MIR6127,"GeneID:102466615,HGNC:HGNC:50163,miRBase:MI0021271",MIR6127,Gene,miRNA,gene,NC_000001.11,-1,22633258,22633366,2
211,212,58094,gene-MIR4684,"GeneID:100616391,HGNC:HGNC:41695,miRBase:MI0017316",MIR4684,Gene,miRNA,gene,NC_000001.11,1,22719517,22719598,3
212,213,58101,gene-MIR4253,"GeneID:100422914,HGNC:HGNC:38231,miRBase:MI0015860",MIR4253,Gene,miRNA,gene,NC_000001.11,-1,22863159,22863226,2
213,214,58455,gene-MIR3115,"GeneID:100422866,HGNC:HGNC:38371,miRBase:MI0014127",MIR3115,Gene,miRNA,gene,NC_000001.11,1,23044305,23044372,2
214,215,58460,gene-MIR4419A,"GeneID:100616177,HGNC:HGNC:41828,miRBase:MI0016755",MIR4419A,Gene,miRNA,gene,NC_000001.11,-1,23057858,23057934,2
215,216,58516,gene-LINC01355,"GeneID:100996511,HGNC:HGNC:50584",LINC01355,Gene,lncRNA,gene,NC_000001.11,-1,23281309,23285518,1
216,217,58879,gene-ZNF436-AS1,"GeneID:148898,HGNC:HGNC:25122",ZNF436-AS1,Gene,lncRNA,gene,NC_000001.11,1,23368971,23371839,2
217,218,59566,gene-LOC101928163,GeneID:101928163,LOC101928163,Gene,lncRNA,gene,NC_000001.11,1,23521930,23528419,1
218,219,59571,gene-LOC105376859,GeneID:105376859,LOC105376859,Gene,lncRNA,gene,NC_000001.11,-1,23550472,23554862,2
219,220,59589,gene-LOC107984928,GeneID:107984928,LOC107984928,Gene,lncRNA,gene,NC_000001.11,-1,23576481,23602302,1
220,221,59679,gene-ELOA-AS1,"GeneID:100506963,HGNC:HGNC:50582",ELOA-AS1,Gene,lncRNA,gene,NC_000001.11,-1,23760382,23778297,1
221,222,59709,gene-LOC105376860,GeneID:105376860,LOC105376860,Gene,lncRNA,gene,NC_000001.11,-1,23790624,23793765,1
222,223,59912,gene-LOC105376861,GeneID:105376861,LOC105376861,Gene,lncRNA,gene,NC_000001.11,-1,23825540,23838636,1
223,224,60002,gene-LOC107984929,GeneID:107984929,LOC107984929,Gene,lncRNA,gene,NC_000001.11,1,23910737,23912664,1
224,225,60006,gene-MIR378F,"GeneID:100616492,HGNC:HGNC:41686,miRBase:MI0016756",MIR378F,Gene,miRNA,gene,NC_000001.11,1,23929070,23929147,2
225,226,60167,gene-LOC105378615,GeneID:105378615,LOC105378615,Gene,lncRNA,gene,NC_000001.11,-1,23987408,23987788,1
226,227,60172,gene-LOC105376863,GeneID:105376863,LOC105376863,Gene,lncRNA,gene,NC_000001.11,1,24010499,24037046,4
227,228,60189,gene-LOC107984931,GeneID:107984931,LOC107984931,Gene,lncRNA,gene,NC_000001.11,1,24042274,24064129,1
228,229,60269,gene-LOC107985737,GeneID:107985737,LOC107985737,Gene,lncRNA,gene,NC_000001.11,1,24066009,24084296,1
229,230,60274,gene-LOC105376864,GeneID:105376864,LOC105376864,Gene,lncRNA,gene,NC_000001.11,1,24098018,24104540,1
230,231,60386,gene-LOC284632,GeneID:284632,LOC284632,Gene,lncRNA,gene,NC_000001.11,1,24200240,24211690,1
231,232,60391,gene-LOC105376871,GeneID:105376871,LOC105376871,Gene,lncRNA,gene,NC_000001.11,-1,24305928,24321901,3
232,233,61226,gene-RCAN3AS,"GeneID:100750325,HGNC:HGNC:39009",RCAN3AS,Gene,lncRNA,gene,NC_000001.11,-1,24496254,24502382,4
233,234,61326,gene-LOC100506985,GeneID:100506985,LOC100506985,Gene,lncRNA,gene,NC_000001.11,-1,24539274,24556024,1
234,235,62791,gene-LOC105376876,GeneID:105376876,LOC105376876,Gene,lncRNA,gene,NC_000001.11,1,24857082,24865340,1
235,236,62860,gene-MIR6731,"GeneID:102465437,HGNC:HGNC:50036,miRBase:MI0022576",MIR6731,Gene,miRNA,gene,NC_000001.11,-1,24919345,24919416,3
236,237,62867,gene-LOC107984932,GeneID:107984932,LOC107984932,Gene,lncRNA,gene,NC_000001.11,1,24924329,24926329,1
237,238,62871,gene-LOC105376878,GeneID:105376878,LOC105376878,Gene,lncRNA,gene,NC_000001.11,1,24932454,24964709,11
238,239,62935,gene-MIR4425,"GeneID:100616365,HGNC:HGNC:41891,miRBase:MI0016764",MIR4425,Gene,miRNA,gene,NC_000001.11,1,25023503,25023586,2
239,240,62940,gene-LOC105376879,GeneID:105376879,LOC105376879,Gene,lncRNA,gene,NC_000001.11,1,25039972,25047377,3
240,241,63122,gene-LOC105376882,GeneID:105376882,LOC105376882,Gene,lncRNA,gene,NC_000001.11,-1,25269462,25274799,1
241,242,64122,gene-LOC646471,GeneID:646471,LOC646471,Gene,lncRNA,gene,NC_000001.11,-1,25819954,25823606,1
242,243,64212,gene-MIR3917,"GeneID:100500808,HGNC:HGNC:38911,miRBase:MI0016423",MIR3917,Gene,miRNA,gene,NC_000001.11,-1,25906362,25906454,2
243,244,64217,gene-LOC105376885,GeneID:105376885,LOC105376885,Gene,lncRNA,gene,NC_000001.11,1,25906550,25908243,1
244,245,64380,gene-LOC101928216,GeneID:101928216,LOC101928216,Gene,lncRNA,gene,NC_000001.11,-1,26006534,26031338,3
245,246,64494,gene-LOC105376910,GeneID:105376910,LOC105376910,Gene,lncRNA,gene,NC_000001.11,1,26048258,26050666,1
246,247,64574,gene-LOC105376886,GeneID:105376886,LOC105376886,Gene,lncRNA,gene,NC_000001.11,-1,26118861,26126907,1
247,248,64779,gene-LOC101928303,GeneID:101928303,LOC101928303,Gene,lncRNA,gene,NC_000001.11,1,26225320,26229840,1
248,249,65569,gene-LOC101928324,GeneID:101928324,LOC101928324,Gene,lncRNA,gene,NC_000001.11,-1,26462756,26467537,2
249,250,65769,gene-MIR1976,"GeneID:100302190,HGNC:HGNC:37064,miRBase:MI0009986",MIR1976,Gene,miRNA,gene,NC_000001.11,1,26554542,26554593,2
250,251,65776,gene-LOC105376888,GeneID:105376888,LOC105376888,Gene,lncRNA,gene,NC_000001.11,1,26682503,26691284,2
251,252,65786,gene-LOC101928728,GeneID:101928728,LOC101928728,Gene,lncRNA,gene,NC_000001.11,-1,26691910,26694131,1
252,253,66122,gene-LOC101928391,GeneID:101928391,LOC101928391,Gene,lncRNA,gene,NC_000001.11,1,27031758,27063997,6
253,254,66229,gene-LOC102723760,GeneID:102723760,LOC102723760,Gene,lncRNA,gene,NC_000001.11,1,27157561,27160453,1
254,255,66242,gene-LOC105376890,GeneID:105376890,LOC105376890,Gene,lncRNA,gene,NC_000001.11,-1,27229401,27234494,1
255,256,67097,gene-LOC105376892,GeneID:105376892,LOC105376892,Gene,lncRNA,gene,NC_000001.11,1,27519923,27530506,1
256,257,67469,gene-LINC02574,"GeneID:111216282,HGNC:HGNC:53746",LINC02574,Gene,lncRNA,gene,NC_000001.11,-1,27660328,27662722,1
257,258,67691,gene-SCARNA1,"GeneID:677774,HGNC:HGNC:32555",SCARNA1,Gene,guide_RNA,gene,NC_000001.11,1,27834401,27834566,1
258,259,69266,gene-SNHG3,"GeneID:8420,HGNC:HGNC:10118,MIM:603238",SNHG3,Gene,lncRNA,gene,NC_000001.11,1,28505943,28510892,2
259,260,69276,gene-SNORA73A,"GeneID:6080,HGNC:HGNC:10115,MIM:180645",SNORA73A,Gene,snoRNA,gene,NC_000001.11,1,28507365,28507571,1
260,261,69279,gene-SNORA73B,"GeneID:26768,HGNC:HGNC:10116,MIM:603239",SNORA73B,Gene,snoRNA,gene,NC_000001.11,1,28508558,28508762,1
261,262,69367,gene-SNHG12,"GeneID:85028,HGNC:HGNC:30062",SNHG12,Gene,lncRNA,gene,NC_000001.11,-1,28578538,28582983,8
262,263,69419,gene-SNORD99,"GeneID:692212,HGNC:HGNC:32762",SNORD99,Gene,snoRNA,gene,NC_000001.11,-1,28578743,28578822,1
263,264,69422,gene-SNORA61,"GeneID:677838,HGNC:HGNC:32655",SNORA61,Gene,snoRNA,gene,NC_000001.11,-1,28579764,28579893,1
264,265,69425,gene-SNORA44,"GeneID:677825,HGNC:HGNC:32637",SNORA44,Gene,snoRNA,gene,NC_000001.11,-1,28580381,28580512,1
265,266,69428,gene-SNORA16A,"GeneID:692073,HGNC:HGNC:32605",SNORA16A,Gene,snoRNA,gene,NC_000001.11,-1,28580920,28581053,1
266,267,69510,gene-LINC01715,"GeneID:105378616,HGNC:HGNC:52502",LINC01715,Gene,lncRNA,gene,NC_000001.11,1,28643256,28648801,2
267,268,69517,gene-RNU11,"GeneID:26824,HGNC:HGNC:10108",RNU11,Gene,snRNA,gene,NC_000001.11,1,28648600,28648734,1
268,269,69716,gene-LOC105376898,GeneID:105376898,LOC105376898,Gene,lncRNA,gene,NC_000001.11,-1,28867266,28880078,1
269,270,73217,gene-LINC01756,"GeneID:101928460,HGNC:HGNC:52545",LINC01756,Gene,lncRNA,gene,NC_000001.11,-1,29329620,29350114,1
270,271,73222,gene-LOC107984933,GeneID:107984933,LOC107984933,Gene,lncRNA,gene,NC_000001.11,1,29442944,29519970,1
271,272,73227,gene-LOC107984934,GeneID:107984934,LOC107984934,Gene,lncRNA,gene,NC_000001.11,1,29604580,29689297,3
272,273,73243,gene-LINC01648,"GeneID:101929406,HGNC:HGNC:52435",LINC01648,Gene,lncRNA,gene,NC_000001.11,-1,30013952,30037612,1
273,274,73252,gene-LOC105378617,GeneID:105378617,LOC105378617,Gene,lncRNA,gene,NC_000001.11,-1,30162973,30199955,3
274,275,73265,gene-LOC105378618,GeneID:105378618,LOC105378618,Gene,lncRNA,gene,NC_000001.11,1,30253430,30261139,2
275,276,73292,gene-MATN1-AS1,"GeneID:100129196,HGNC:HGNC:40364",MATN1-AS1,Gene,lncRNA,gene,NC_000001.11,1,30718772,30726746,1
276,277,73329,gene-MIR4420,"GeneID:100616164,HGNC:HGNC:41772,miRBase:MI0016757",MIR4420,Gene,miRNA,gene,NC_000001.11,-1,30739156,30739232,2
277,278,73334,gene-LOC105378620,GeneID:105378620,LOC105378620,Gene,lncRNA,gene,NC_000001.11,-1,30743790,30752878,1
278,279,73338,gene-LOC105378621,GeneID:105378621,LOC105378621,Gene,lncRNA,gene,NC_000001.11,-1,30775079,30782351,2
279,280,73347,gene-LINC01778,"GeneID:105378622,HGNC:HGNC:52568",LINC01778,Gene,lncRNA,gene,NC_000001.11,1,30824652,30834284,1
280,281,73354,gene-LOC400748,GeneID:400748,LOC400748,Gene,lncRNA,gene,NC_000001.11,1,30858158,30862399,1
281,282,73495,gene-SNORD103A,"GeneID:692234,HGNC:HGNC:32766",SNORD103A,Gene,snoRNA,gene,NC_000001.11,-1,30935689,30935776,1
282,283,73498,gene-SNORD103B,"GeneID:692235,HGNC:HGNC:32767",SNORD103B,Gene,snoRNA,gene,NC_000001.11,-1,30949118,30949205,1
283,284,73501,gene-SNORD103C,"GeneID:692200,HGNC:HGNC:32744",SNORD103C,Gene,snoRNA,gene,NC_000001.11,-1,30968163,30968237,1
284,285,73510,gene-LOC107984935,GeneID:107984935,LOC107984935,Gene,lncRNA,gene,NC_000001.11,1,31155067,31155829,1
285,286,73755,gene-LOC105378623,GeneID:105378623,LOC105378623,Gene,lncRNA,gene,NC_000001.11,-1,31383315,31389830,1
286,287,73760,gene-LOC107985470,GeneID:107985470,LOC107985470,Gene,lncRNA,gene,NC_000001.11,1,31390315,31402905,1
287,288,73906,gene-LOC105378625,GeneID:105378625,LOC105378625,Gene,lncRNA,gene,NC_000001.11,1,31448258,31449586,2
288,289,73915,gene-LOC105379772,GeneID:105379772,LOC105379772,Gene,lncRNA,gene,NC_000001.11,1,31471158,31482149,1
289,290,73933,gene-LINC01226,"GeneID:284551,HGNC:HGNC:49678",LINC01226,Gene,lncRNA,gene,NC_000001.11,1,31518435,31524245,1
290,291,73938,gene-LOC105378626,GeneID:105378626,LOC105378626,Gene,lncRNA,gene,NC_000001.11,-1,31566007,31578242,11
291,292,74302,gene-LOC107985471,GeneID:107985471,LOC107985471,Gene,lncRNA,gene,NC_000001.11,1,31644194,31656981,4
292,293,74324,gene-LOC105378628,GeneID:105378628,LOC105378628,Gene,lncRNA,gene,NC_000001.11,-1,31650457,31651487,1
293,294,76356,gene-LOC101929444,GeneID:101929444,LOC101929444,Gene,lncRNA,gene,NC_000001.11,1,31670070,31671067,1
294,295,77610,gene-MIR4254,"GeneID:100423028,HGNC:HGNC:38193,miRBase:MI0015862",MIR4254,Gene,miRNA,gene,NC_000001.11,-1,31758660,31758735,2
295,296,78222,gene-MIR5585,"GeneID:100847018,HGNC:HGNC:43452,miRBase:MI0019142",MIR5585,Gene,miRNA,gene,NC_000001.11,1,32086949,32087007,3
296,297,79315,gene-LOC105378629,GeneID:105378629,LOC105378629,Gene,lncRNA,gene,NC_000001.11,-1,32343136,32352439,2
297,298,79542,gene-LOC102723870,GeneID:102723870,LOC102723870,Gene,lncRNA,gene,NC_000001.11,-1,32609300,32612490,1
298,299,80334,gene-LOC105378631,GeneID:105378631,LOC105378631,Gene,lncRNA,gene,NC_000001.11,1,32875358,32882725,2
299,300,80430,gene-LOC105378632,GeneID:105378632,LOC105378632,Gene,lncRNA,gene,NC_000001.11,-1,32901636,32903200,1
300,301,80689,gene-LOC105378635,GeneID:105378635,LOC105378635,Gene,lncRNA,gene,NC_000001.11,-1,33077884,33081102,1
301,302,81264,gene-LOC112268224,GeneID:112268224,LOC112268224,Gene,lncRNA,gene,NC_000001.11,-1,33132525,33138454,1
302,303,81479,gene-MIR3605,"GeneID:100500853,HGNC:HGNC:38922,miRBase:MI0015995",MIR3605,Gene,miRNA,gene,NC_000001.11,-1,33332393,33332492,3
303,304,81487,gene-LOC101929464,GeneID:101929464,LOC101929464,Gene,lncRNA,gene,NC_000001.11,1,33350352,33363245,1
304,305,83037,gene-LOC105378638,GeneID:105378638,LOC105378638,Gene,lncRNA,gene,NC_000001.11,1,33605479,33610152,1
305,306,83051,gene-CSMD2-AS1,"GeneID:402779,HGNC:HGNC:40882",CSMD2-AS1,Gene,lncRNA,gene,NC_000001.11,1,33868956,33885458,1
306,307,83093,gene-LOC105378639,GeneID:105378639,LOC105378639,Gene,lncRNA,gene,NC_000001.11,1,34279848,34295948,1
307,308,83099,gene-LOC105378640,GeneID:105378640,LOC105378640,Gene,lncRNA,gene,NC_000001.11,1,34364849,34366065,1
308,309,83103,gene-LOC105378641,GeneID:105378641,LOC105378641,Gene,lncRNA,gene,NC_000001.11,-1,34457859,34685733,3
309,310,83127,gene-MIR552,"GeneID:693137,HGNC:HGNC:32808,miRBase:MI0003557",MIR552,Gene,miRNA,gene,NC_000001.11,-1,34669599,34669694,3
310,311,83134,gene-LOC105378642,GeneID:105378642,LOC105378642,Gene,lncRNA,gene,NC_000001.11,-1,34710034,34799393,3
311,312,83287,gene-LOC653160,GeneID:653160,LOC653160,Gene,lncRNA,gene,NC_000001.11,-1,34975699,34978706,1
312,313,83687,gene-LOC105378644,GeneID:105378644,LOC105378644,Gene,lncRNA,gene,NC_000001.11,-1,35141455,35146825,1
313,314,84441,gene-ZMYM4-AS1,"GeneID:100861513,HGNC:HGNC:40624",ZMYM4-AS1,Gene,lncRNA,gene,NC_000001.11,-1,35358822,35366077,1
314,315,85373,gene-LOC105378645,GeneID:105378645,LOC105378645,Gene,lncRNA,gene,NC_000001.11,-1,35569807,35578858,1
315,316,85414,gene-LOC105378646,GeneID:105378646,LOC105378646,Gene,lncRNA,gene,NC_000001.11,1,35665308,35685483,4
316,317,86804,gene-LOC105378647,GeneID:105378647,LOC105378647,Gene,lncRNA,gene,NC_000001.11,-1,36013298,36023329,1
317,318,87937,gene-SNORA63C,"GeneID:109616970,HGNC:HGNC:52210",SNORA63C,Gene,snoRNA,gene,NC_000001.11,-1,36418448,36418578,1
318,319,87940,gene-LOC107984940,GeneID:107984940,LOC107984940,Gene,lncRNA,gene,NC_000001.11,1,36435865,36449567,1
319,320,88221,gene-LOC107984941,GeneID:107984941,LOC107984941,Gene,lncRNA,gene,NC_000001.11,-1,36676715,36702321,1
320,321,88226,gene-LOC105378648,GeneID:105378648,LOC105378648,Gene,lncRNA,gene,NC_000001.11,-1,36686708,36694967,1
321,322,88266,gene-MIR4255,"GeneID:100422898,HGNC:HGNC:38187,miRBase:MI0015863",MIR4255,Gene,miRNA,gene,NC_000001.11,1,37161563,37161634,2
322,323,88274,gene-LOC107984942,GeneID:107984942,LOC107984942,Gene,lncRNA,gene,NC_000001.11,-1,37350616,37373807,2
323,324,88283,gene-LINC01137,"GeneID:728431,HGNC:HGNC:49453",LINC01137,Gene,lncRNA,gene,NC_000001.11,-1,37454879,37474443,1
324,325,88341,gene-MIR6732,"GeneID:102465438,HGNC:HGNC:50066,miRBase:MI0022577",MIR6732,Gene,miRNA,gene,NC_000001.11,1,37480230,37480289,3
325,326,88423,gene-MIR5581,"GeneID:100847010,HGNC:HGNC:43527,miRBase:MI0019136",MIR5581,Gene,miRNA,gene,NC_000001.11,-1,37500935,37500994,3
326,327,88430,gene-LOC105378649,GeneID:105378649,LOC105378649,Gene,lncRNA,gene,NC_000001.11,1,37531437,37540213,2
327,328,89245,gene-LOC105378650,GeneID:105378650,LOC105378650,Gene,lncRNA,gene,NC_000001.11,-1,37765729,37767316,1
328,329,89839,gene-LOC105378651,GeneID:105378651,LOC105378651,Gene,lncRNA,gene,NC_000001.11,1,37931969,37945749,2
329,330,90029,gene-LOC105378653,GeneID:105378653,LOC105378653,Gene,lncRNA,gene,NC_000001.11,1,38082387,38119530,1
330,331,90036,gene-MIR3659,"GeneID:100500801,HGNC:HGNC:38882,miRBase:MI0016060",MIR3659,Gene,miRNA,gene,NC_000001.11,1,38089231,38089329,2
331,332,90043,gene-LOC105378655,GeneID:105378655,LOC105378655,Gene,lncRNA,gene,NC_000001.11,-1,38129476,38141542,3
332,333,90065,gene-LOC105378654,GeneID:105378654,LOC105378654,Gene,lncRNA,gene,NC_000001.11,1,38141654,38213550,7
333,334,90116,gene-LINC01343,"GeneID:339442,HGNC:HGNC:50553",LINC01343,Gene,lncRNA,gene,NC_000001.11,-1,38209034,38214767,1
334,335,90126,gene-LOC105378657,GeneID:105378657,LOC105378657,Gene,lncRNA,gene,NC_000001.11,-1,38300266,38503478,1
335,336,90136,gene-LOC107984943,GeneID:107984943,LOC107984943,Gene,lncRNA,gene,NC_000001.11,-1,38427583,38442933,1
336,337,90141,gene-LINC01685,"GeneID:105378656,HGNC:HGNC:52473",LINC01685,Gene,lncRNA,gene,NC_000001.11,1,38475196,38476484,1
337,338,90146,gene-LOC105378658,GeneID:105378658,LOC105378658,Gene,lncRNA,gene,NC_000001.11,1,38518250,38532800,1
338,339,90151,gene-LOC105378660,GeneID:105378660,LOC105378660,Gene,lncRNA,gene,NC_000001.11,-1,38692876,38728641,1
339,340,90193,gene-GJA9-MYCBP,GeneID:100527950,GJA9-MYCBP,Gene,lncRNA,gene,NC_000001.11,-1,38862490,38881626,5
340,341,90241,gene-LOC105378663,GeneID:105378663,LOC105378663,Gene,lncRNA,gene,NC_000001.11,1,38873401,38876226,1
341,342,90284,gene-LOC105378662,GeneID:105378662,LOC105378662,Gene,lncRNA,gene,NC_000001.11,1,38913540,38919506,2
342,343,96461,gene-LOC101929516,GeneID:101929516,LOC101929516,Gene,lncRNA,gene,NC_000001.11,1,39565070,39573203,1
343,344,96467,gene-SNORA55,"GeneID:677834,HGNC:HGNC:32649",SNORA55,Gene,snoRNA,gene,NC_000001.11,-1,39567374,39567510,1
344,345,96961,gene-LOC105378666,GeneID:105378666,LOC105378666,Gene,lncRNA,gene,NC_000001.11,1,39779969,39781424,1
345,346,96965,gene-LOC101929536,GeneID:101929536,LOC101929536,Gene,lncRNA,gene,NC_000001.11,1,39788976,39790171,1
346,347,96968,gene-LOC105378951,GeneID:105378951,LOC105378951,Gene,lncRNA,gene,NC_000001.11,1,39799307,39808042,5
347,348,96990,gene-LOC107985740,GeneID:107985740,LOC107985740,Gene,lncRNA,gene,NC_000001.11,-1,39803550,39817675,2
348,349,97000,gene-LOC105378665,GeneID:105378665,LOC105378665,Gene,lncRNA,gene,NC_000001.11,1,39808159,39809180,1
349,350,97004,gene-LOC105378667,GeneID:105378667,LOC105378667,Gene,lncRNA,gene,NC_000001.11,1,39824056,39838083,3
350,351,97282,gene-LOC105378668,GeneID:105378668,LOC105378668,Gene,lncRNA,gene,NC_000001.11,1,39897741,39899098,1
351,352,97496,gene-LOC105378669,GeneID:105378669,LOC105378669,Gene,lncRNA,gene,NC_000001.11,-1,40014760,40040073,4
352,353,98015,gene-LOC105378671,GeneID:105378671,LOC105378671,Gene,lncRNA,gene,NC_000001.11,-1,40147701,40161375,1
353,354,98549,gene-LOC107984945,GeneID:107984945,LOC107984945,Gene,lncRNA,gene,NC_000001.11,1,40344672,40364336,2
354,355,98836,gene-LOC105378672,GeneID:105378672,LOC105378672,Gene,lncRNA,gene,NC_000001.11,-1,40487267,40508692,1
355,356,98993,gene-LOC105378673,GeneID:105378673,LOC105378673,Gene,lncRNA,gene,NC_000001.11,1,40563189,40568566,1
356,357,99030,gene-LOC105378675,GeneID:105378675,LOC105378675,Gene,lncRNA,gene,NC_000001.11,1,40658008,40666746,2
357,358,99037,gene-LOC105378674,GeneID:105378674,LOC105378674,Gene,lncRNA,gene,NC_000001.11,-1,40668530,40674580,1
358,359,99042,gene-NFYC-AS1,"GeneID:100130557,HGNC:HGNC:49451",NFYC-AS1,Gene,lncRNA,gene,NC_000001.11,-1,40689080,40692261,1
359,360,99583,gene-MIR30E,"GeneID:407034,HGNC:HGNC:31629,miRBase:MI0000749",MIR30E,Gene,miRNA,gene,NC_000001.11,1,40754355,40754446,3
360,361,99590,gene-MIR30C1,"GeneID:407031,HGNC:HGNC:31626,MIM:615151,miRBase:MI0000736",MIR30C1,Gene,miRNA,gene,NC_000001.11,1,40757284,40757372,3
361,362,99680,gene-LOC105378676,GeneID:105378676,LOC105378676,Gene,lncRNA,gene,NC_000001.11,-1,40847981,40857494,1
362,363,99970,gene-SLFNL1-AS1,"GeneID:100507178,HGNC:HGNC:44126",SLFNL1-AS1,Gene,lncRNA,gene,NC_000001.11,1,41014590,41043890,1
363,364,101214,gene-LOC101929901,GeneID:101929901,LOC101929901,Gene,lncRNA,gene,NC_000001.11,-1,41375004,41375669,1
364,365,101218,gene-LOC105378678,GeneID:105378678,LOC105378678,Gene,lncRNA,gene,NC_000001.11,1,41428212,41464911,3
365,366,102755,gene-LOC105378683,GeneID:105378683,LOC105378683,Gene,lncRNA,gene,NC_000001.11,-1,42776666,42784895,1
366,367,102774,gene-LOC107984946,GeneID:107984946,LOC107984946,Gene,lncRNA,gene,NC_000001.11,-1,42788327,42793666,1
367,368,102934,gene-LOC339539,GeneID:339539,LOC339539,Gene,lncRNA,gene,NC_000001.11,1,42857622,42888792,1
368,369,102968,gene-SLC2A1-AS1,"GeneID:440584,HGNC:HGNC:44187",SLC2A1-AS1,Gene,lncRNA,gene,NC_000001.11,1,42959049,42983358,1
369,370,103055,gene-MIR6733,"GeneID:102465439,HGNC:HGNC:50239,miRBase:MI0022578",MIR6733,Gene,miRNA,gene,NC_000001.11,-1,43171652,43171712,3
370,371,103721,gene-LOC105378685,GeneID:105378685,LOC105378685,Gene,lncRNA,gene,NC_000001.11,-1,43172791,43250916,11
371,372,104108,gene-LOC105378687,GeneID:105378687,LOC105378687,Gene,lncRNA,gene,NC_000001.11,-1,43354684,43358630,5
372,373,104220,gene-MIR6734,"GeneID:102466723,HGNC:HGNC:50219,miRBase:MI0022579",MIR6734,Gene,miRNA,gene,NC_000001.11,-1,43364648,43364715,3
373,374,104227,gene-LOC112268225,GeneID:112268225,LOC112268225,Gene,lncRNA,gene,NC_000001.11,1,43375547,43380989,1
374,375,104277,gene-LOC107984947,GeneID:107984947,LOC107984947,Gene,lncRNA,gene,NC_000001.11,1,43385049,43385726,1
375,376,105648,gene-SZT2-AS1,"GeneID:100873952,HGNC:HGNC:41225",SZT2-AS1,Gene,lncRNA,gene,NC_000001.11,-1,43447776,43448644,1
376,377,105652,gene-MIR6735,"GeneID:102465440,HGNC:HGNC:50126,miRBase:MI0022580",MIR6735,Gene,miRNA,gene,NC_000001.11,1,43448539,43448611,3
377,378,107684,gene-KDM4A-AS1,"GeneID:100132774,HGNC:HGNC:40528",KDM4A-AS1,Gene,lncRNA,gene,NC_000001.11,-1,43699724,43707341,1
